Procedure Name,Procedure Category,Visit Type Name,Visit Type Length,Department Name,Resource Name,Associated Blocks Available (all locations),OP Order Question Names,OP Order Question Prompts,OP Order Question Advised?,OP Order Question Override EDP?
NM SALIVAGRAM,IMG NM ORDERABLES,"NM SALIVAGRAM DOSING AND SCAN 1
NM SALIVAGRAM DOSING AND SCAN 2","75
15","MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
MSH NM 4
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
MSH NM 4",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM WHOLE BODY RADIOIODINE I131 THYROGEN DIAGNOSTIC WEEK,IMG NM ORDERABLES,"NM WB I131 DOSING
NM WB I131 SCAN","45
45","MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM PREP
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION
MSHS RIS NM12 THYROID MEDICATIONS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?
Is the patient taking thyroid medications?","No
No
No
No",
NM THYROID UPTAKE TC IMAGING,IMG NM ORDERABLES,"NM THYROID TECHNETIUM ADMIN
NM THYROID TECHNETIUM IMAGING","30
90","MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSH NM PREP
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2",,NUCLEAR MEDICINE NO CAT SCAN,"Has Patient had a CT With Contrast in the past 6 weeks? (If the answer to this question is yes, this procedure cannot be performed)",Yes,
NM GALLIUM-67 SPECT,IMG NM ORDERABLES,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM GALLIUM-67 LIMITED,IMG NM ORDERABLES,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM GALLIUM-67 WB,IMG NM ORDERABLES,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM GALLIUM-67 MULTI DAY,IMG NM ORDERABLES,"NM GALLIUM-67 INJECTION
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN
NM GALLIUM-67 SCAN","30
45
45
45","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSSN RAD NM","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
MSQ NM 1
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM SPLEEN SCAN SPECT CT,IMG NM ORDERABLES,"NM SPLEEN IV AND BLOOD SAMPLE
NM SPLEEN TRACER INJECTION
NM SPLEEN IMAGING","30
15
90","MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE","MSH NM PREP
RA NM PREP
MSM NM PREP
MSW NM 1
MSW NM 2
MSH NM PREP
RA NM PREP
MSM NM PREP
MSW NM 1
MSW NM 2
MSH NM 1
MSH NM 2
MSH NM 3
MSH NM 4
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2",,,,,
NM CARDIAC AMYLOID SPECT,IMG NM ORDERABLES,"NM CARDIAC AMYLOID INJECTION
NM CARDIAC AMYLOID SCAN
NM SPECT","30
30
60","MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSM NM PREP
MSW NM PREP
DOCCU NM 1
MSH NM PREP
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM CARDIAC AMYLOID SPECT CT,IMG NM ORDERABLES,"NM CARDIAC AMYLOID INJECTION
NM CARDIAC AMYLOID SCAN
NM SPECT CT","30
30
60","MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSM NM PREP
MSW NM PREP
DOCCU NM 1
MSH NM PREP
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM HEPATOBILIARY WO PHARMACEUTICAL,IMG NM ORDERABLES,"NM HEPATOBILIARY PREP
NM HEPATOBILIARY INJECTION AND SCAN","30
120","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM PREP
MSM NM PREP
MSW NM PREP
NY NM 1
MSQ NM 1
MSB NM 1
DOCCU NM 1
NY NM 2
RA NM PREP
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSQ NM 1
MSB NM 1
DOCCU NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION
MSHS RIS NM23 HIDA FASTING REQUIREMENTS ORDER QUESTION
MSHS RIS NM23 FASTING MORE THAN 24 HOURS ORDER QUESTION
MSHS RIS NM23 HIDA CONTRAINDICATED MEDS ORDER QUESTION
MSHS RIS NM23 SERUM BILIRUBIN ORDER QUESTION
MSHS RIS NM24 IS MORPHINE SULFATE CONTRAINDICATED ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?
Does the patient meet the fasting requirements for Hepatobiliary scan?
Has the patient been fasting for longer than 24 hours (Including those on total parenteral nutrition)?
Is the patient taking any medications contraindicated for the Hepatobiliary scan?
Is the patient's serum bilirubin below 20-30 mg/dL?
Is morphine sulfate contraindicated if needed in cases with delayed gallbladder uptake of HIDA uptake?","No
No
No
No
No
No
No
No",
NM BRAIN DEATH SPECT,IMG NM ORDERABLES,NM BRAIN DEATH INJ AND SCAN,90,"MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No",
NM BRAIN DEATH SCAN FLOW/STATIC 4+ VIEWS,IMG NM ORDERABLES,NM BRAIN DEATH INJ AND SCAN,90,"MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2",,"MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No",
NM HEPATIC HEMANGIOMA SPECT CT,IMG NM ORDERABLES,"NM HEMANGIOMA RBC BLOODWORK
NM SPECT CT","120
60","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM SPECT,IMG NM ORDERABLES,NM SPECT,60,"5 CUBA HILL RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
341 CENTRAL PARK AVE RAD NUCLEAR MEDICINE
MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","DOCCU NM 1
DOCMH CT 1
DOCSC NM 1
MSB NM 1
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSQ NM 1
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSSN NM 1
MSSN NM 2",,,,,
NM HEMANGIOMA SCINTIGRAPHY SPECT CT,IMG NM ORDERABLES,"NM HEMANGIOMA RBC BLOODWORK
NM SPECT CT","120
60","MSB RAD NUCLEAR MEDICINE
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSQ IP RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE","MSB NM 1
MSH NM PREP
MSM NM PREP
MSQ NM 1
MSW NM PREP
NY NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2",,,,,
NM HEPATIC MAA INFUSION PRE Y90 SPHERES SPECT CT,IMG NM ORDERABLES,NM HEPATIC MAA INFUSION SCAN,30,"MSH RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
MSSN RAD NM","MSH NM 1
MSH NM 2
MSH NM 3
MSH NM 4
MSH NM THERANOSTICS ROOM 1
MSH NM THERANOSTICS ROOM 2
MSH NM THERANOSTICS ROOM 3
MSSN NM 1
MSSN NM 2",,,,,
NM LIVER SPLEEN SPECT,IMG NM ORDERABLES,"NM LIVER SPLEEN TC SULFUR COLLOID INJECTION
NM LIVER SPLEEN SCAN
NM LIVER SPLEEN SPECT","30
45
45","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT","MSH NM PREP
MSM NM PREP
MSW NM PREP
NY NM 1
DOCCU NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
NM LIVER SPLEEN SPECT CT,IMG NM ORDERABLES,"NM LIVER SPLEEN TC SULFUR COLLOID INJECTION
NM LIVER SPLEEN SCAN
NM LIVER SPLEEN SPECT CT","30
45
60","MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
MSH RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
1155 NORTHERN BLVD RAD CT
MSSN RAD NM
1155 NORTHERN BLVD RAD CT
MSH RAD NUCLEAR MEDICINE
MSW RAD NUCLEAR MEDICINE
55 E 34TH ST RAD NUCLEAR MEDICINE
MSM RAD NUCLEAR MEDICINE
1468 MADISON AVE RAD NUCLEAR MEDICINE
5 CUBA HILL RAD NUCLEAR MEDICINE","MSH NM PREP
MSM NM PREP
MSW NM PREP
NY NM 1
DOCCU NM 1
NY NM 2
RA NM PREP
DOCMH CT 1
MSSN NM PREP 1
MSSN NM PREP 2
MSH NM 1
MSH NM 2
MSH NM 3
MSM NM 1
MSM NM 2
MSW NM 1
MSW NM 2
DOCCU NM 1
MSH NM 4
DOCMH CT 1
MSSN NM 1
MSSN NM 2
DOCMH CT 1
MSH NM 1
MSH NM 2
MSH NM 3
MSW NM 1
MSW NM 2
NY NM 1
MSH NM 4
NY NM 2
MSM NM 1
MSM NM 2
DOCCU NM 1",,"MSHS RIS ARE YOU PREGNANT W UNKNOWN
MSHS RIS NM2 RECENT RADIOACTIVITY ORDER QUESTION
MSHS RIS NM5 DIFFICULT IV ACCESS ORDER QUESTION","Is the patient pregnant?
Was the patient administered any recent radioactivity for diagnostic nuclear cardiology or nuclear medicine procedures?
Is there difficulty in obtaining peripheral intravenous access?","No
No
No",
