EAP Name,Visit Type Name,Visit Type Length,DEP Name,Room Name
CT VENOGRAM CHEST ABDOMEN PELVIS W IV CONTRAST,CT VENOGRAM CHEST ABD PEL W,40,"1441 SOUTH AVE RAD CT
1176 5TH AVE RAD CT
MSB RAD CT
MSW RAD CT
MSBI RAD CT
MSH RAD CT
5 CUBA HILL RAD CT
1470 MADISON AVE RAD CT
MSM RAD CT
MSQ IP RAD CT
2020 WANTAGH AVE RAD CT
MSSN RAD CT
185 MERRICK ROAD RAD CT
MSSN FSED RAD CT
485 MERRICK ROAD RAD PET/CT
MSQ OP RAD CAT SCAN","DOCSI CT 1
RA CT ROOM 1
RA CT ROOM 3
RA CT ROOM 5
MSB CT 1
MSB CT ED
MSW CT 2
MSBI CT 1
MSH CT 1
MSH CT 2
MSH CT 3
MSH CT 4
MSH CT CARDIAC 1
MSH KCC CT 9
MSW CT 1
MSW ED CT 1
DOCCU PET CT 1
HESS CT ROOM 6
BMEII CT FORCE
BICT2
MSM CT 1
MSM CT 2
MSM CT 3
MSM CT ED 1
MSQ CT 1
MSQ ED CT 1
DOCWA CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
MSSN CT ED
MSDOR CT
MSSNLB-FSED CT
MSDRVC PET/CT
QNSCT1"
CT FOOT LEFT DUAL ENERGY WO IV CONTRAST,CT FOOT LT DUAL ENERGY WO,20,"MSB RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","MSB CT 1
MSB CT ED
MSQ CT 1
MSQ ED CT 1
QNSCT1"
CT FOOT RIGHT DUAL ENERGY WO IV CONTRAST,CT FOOT RT DUAL ENERGY WO,20,"MSB RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","MSB CT 1
MSB CT ED
MSQ CT 1
MSQ ED CT 1
QNSCT1"
CT HAND LEFT DUAL ENERGY WO IV CONTRAST,CT HAND LT DUAL ENERGY WO,20,"MSB RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","MSB CT 1
MSB CT ED
MSQ CT 1
MSQ ED CT 1
QNSCT1"
CT HAND RIGHT DUAL ENERGY WO IV CONTRAST,CT HAND RT DUAL ENERGY WO,20,"MSB RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","MSB CT 1
MSB CT ED
MSQ CT 1
MSQ ED CT 1
QNSCT1"
CT POUCHAGRAM W WO IV CONTRAST,CT POUCHAGRAM WWO,20,"MSB RAD CT
MSH RAD CT
1176 5TH AVE RAD CT
1470 MADISON AVE RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","MSB CT 1
MSB CT ED
MSH CT 1
MSH CT 2
MSH CT 3
MSH CT 4
RA CT ROOM 3
RA CT ROOM 5
HESS CT ROOM 6
BMEII CT FORCE
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSQ OP PET CT 1
QNSCT1"
CT POUCHAGRAM WO IV CONTRAST,CT POUCHAGRAM WO,20,"1176 5TH AVE RAD CT
MSB RAD CT
MSH RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
RA CT ROOM 5
MSB CT 1
MSB CT ED
MSH CT 1
MSH CT 2
MSH CT 3
MSH CT 4
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSQ OP PET CT 1
QNSCT1"
CT BONE MARROW BIOPSY,CT BONE MARROW,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ IP RAD CT
1470 MADISON AVE RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 1
MSH CT 3
MSW CT 2
RA CT ROOM 3
MSQ CT 1
MSQ ED CT 1
HESS CT ROOM 6
BMEII CT FORCE
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT DISC SPACE,CT DISC SPACE,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSQ IP RAD CT
MSW RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 1
RA CT ROOM 5
MSH CT 3
MSQ CT 1
MSW CT 2
QNSCT1"
CT GUIDED FACET INJECTION/MBB,CT FACET,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 1
MSH CT 3
RA CT ROOM 3
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED LUMBAR PUNCTURE,CT GUIDED LUMBAR PUNCTURE,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED SPINE PAIN INJ,CT GUIDED SPINE PAIN INJ,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT SACROPLASTY,CT SACROPLASTY,60,"MSH RAD CT
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","MSH CT 3
MSQ CT 1
MSQ ED CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED BIOPSY ILIAC,CT GUIDED BIOPSY ILIAC,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED BIOPSY SACRUM,CT GUIDED BIOPSY SACRUM,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED BIOPSY SPINE,CT GUIDED BIOPSY SPINE,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED BLOOD GLUE PATCH,CT GUIDED BLOOD GLUE PATCH,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED CERVICAL PUNCTURE,CT GUIDED CERVICAL PUNCTURE,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
RA CT ROOM 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT GUIDED EPIDURAL INJECTION,CT GUIDED EPIDURAL INJECTION,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSQ RAD INTERVENTIONAL RADIOLOGY
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSQ IR
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT MYELOGRAM CSF LEAK PROTOCOL,CT MYELOGRAM CSF LEAK PROTOCOL,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT NECK BIOPSY,CT NECK BIOPSY,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSW RAD CT
MSQ IP RAD CT
MSSN RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
MSW CT 2
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CT SKULL BIOPSY,CT SKULL BIOPSY,60,"1176 5TH AVE RAD CT
MSH RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN","RA CT ROOM 3
MSH CT 3
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
QNSCT1"
ELCAP SMOKING CESSATION COUNSELING > 10 MIN,ELCAP SMOKING CESS >10MIN,10,MSH RAD CT,MSH 1176 RAD CT
ELCAP SMOKING CESSATION COUNSELING 3 TO 10 MIN,ELCAP SMOKING CESS 3-10MIN,10,MSH RAD CT,MSH 1176 RAD CT
CT KNEE MAKO RIGHT WO IV CONTRAST,CT KNEE W MAKO WO RT,20,"1441 SOUTH AVE RAD CT
MSB RAD CT
MSBI RAD CT
MSH RAD CT
MSW RAD CT
5 CUBA HILL RAD CT
393 OLD COUNTRY RD RAD CT
1176 5TH AVE RAD CT
MSQ IP RAD CT
2020 WANTAGH AVE RAD CT
MSSN RAD CT
185 MERRICK ROAD RAD CT
MSSN FSED RAD CT
485 MERRICK ROAD RAD PET/CT
MSQ OP RAD CAT SCAN","DOCSI CT 1
MSB CT ED
MSBI CT 1
MSH CT 1
MSH CT 2
MSH CT 3
MSH CT 4
MSH CT CARDIAC 1
MSH KCC CT 9
MSW CT 1
MSW CT 2
MSW ED CT 1
DOCCU PET CT 1
DOCLIH CT 1
RA CT ROOM 1
MSQ CT 1
MSQ ED CT 1
DOCWA CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
MSDOR CT
MSSNLB-FSED CT
MSDRVC PET/CT
QNSCT1"
CT OR PORTABLE,CT OR PORTABLE,15,"MSH RAD XRAY
MSH RAD CT","MSH NNP3 OR X-RAY
MSH CT PORT"
CT PHANTOM TEST,CT PHANTOM TEST,20,"10 UNION SQ E RAD CT
1176 5TH AVE RAD CT
393 OLD COUNTRY RD RAD CT
225 E 126TH ST RAD CT
300 CADMAN PLAZA RAD CT
3131 KINGS HIGHWAY RAD CT
325 W 15TH ST RAD CT
55 E 34TH ST RAD CT
MSB RAD CT
MSBI RAD CT
MSH RAD CT
MSM RAD CT
MSQ IP RAD CT
MSQ OP RAD CAT SCAN
MSW RAD CT
5 CUBA HILL RAD CT
1155 NORTHERN BLVD RAD CT
1000 10TH AVE RAD PET/CT
10 UNION SQ E ENT IMAGING
1470 MADISON AVE RAD PET/CT
MSW 1000 10TH AVE CARDIOLOGY CT
1441 SOUTH AVE RAD CT
2020 WANTAGH AVE RAD CT
1470 MADISON AVE RAD RESEARCH
1470 MADISON AVE RAD CT
185 MERRICK ROAD RAD CT
485 MERRICK ROAD RAD PET/CT
MSSN RAD CT
MSSN FSED RAD CT
NYEE RAD CT","MSDUS CT 1
RA CT ROOM 3
RA CT ROOM 5
DOCLIH CT 1
PC CT 1
BH CT 1
KD CT 1
BC PET CT 1
NY CT 1
MSB CT 1
MSB CT ED
BICT2
MSH CT 1
MSH CT 3
MSH CT 4
MSM CT 1
MSM CT 2
MSM CT 3
MSM CT ED 1
MSQ CT 1
MSQ ED CT 1
MSQ OP PET CT 1
MSW CT 1
MSW ED CT 1
MSW CT 2
DOCCU PET CT 1
DOCMH CT 1
MSBI CT 1
MSH CT 2
BR PET CT 1
MSDUS ENT CT
BMEII PET MR
HESS PET INJECTIONS
DOCCU PET INJECTIONS
MSH CT CARDIAC 1
MSH KCC CT 9
MSH CT PORT
MSH 1176 RAD CT
MSW CT ROOM
DOCSI CT 1
DOCWA CT 1
BC PET INJECTIONS
BMEII CT FORCE
HESS CT ROOM 6
MSDOR CT
MSDRVC PET/CT
MSSN CT 1
MSSN CT 4
MSSN CT 7
MSSN CT ED
MSSNLB-FSED CT
NYEE CT ROOM
QNSCT1
RA CT ROOM 1"
CT CONE BEAM,CT CONE BEAM,20,,
CTA HEAD NECK ACUTE STROKE W IV CONTRAST,CTA HEAD NECK ACUTE STROKE W,20,"1441 SOUTH AVE RAD CT
10 UNION SQ E RAD CT
1176 5TH AVE RAD CT
1470 MADISON AVE RAD CT
1470 MADISON AVE RAD PET/CT
393 OLD COUNTRY RD RAD CT
225 E 126TH ST RAD CT
300 CADMAN PLAZA RAD CT
3131 KINGS HIGHWAY RAD CT
MSB RAD CT
MSBI RAD CT
MSH RAD CT
MSM RAD CT
MSQ OP RAD CAT SCAN
MSW RAD CT
5 CUBA HILL RAD CT
1155 NORTHERN BLVD RAD CT
MSQ IP RAD CT
2020 WANTAGH AVE RAD CT
MSSN RAD CT
185 MERRICK ROAD RAD CT
MSSN FSED RAD CT
485 MERRICK ROAD RAD PET/CT","DOCSI CT 1
MSDUS CT 1
RA CT ROOM 3
RA CT ROOM 5
HESS CT ROOM 6
BMEII CT FORCE
HESS PET CT 4
HESS PET CT 5
DOCLIH CT 1
PC CT 1
BH CT 1
KD CT 1
MSB CT 1
MSB CT ED
BICT2
MSH CT 1
MSH CT 3
MSH CT 4
MSM CT 1
MSM CT 2
MSM CT 3
MSM CT ED 1
MSQ OP PET CT 1
MSW CT 1
MSW ED CT 1
MSW CT 2
DOCCU PET CT 1
DOCMH CT 1
MSBI CT 1
MSH CT 2
MSQ CT 1
MSQ ED CT 1
DOCWA CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
MSSN CT ED
MSDOR CT
MSSNLB-FSED CT
MSDRVC PET/CT
QNSCT1"
CT BREAST GUIDED LOCALIZATION,CT BREAST GUIDED LOCALIZATION,60,"1441 SOUTH AVE RAD CT
10 UNION SQ E RAD CT
1176 5TH AVE RAD CT
1470 MADISON AVE RAD CT
393 OLD COUNTRY RD RAD CT
225 E 126TH ST RAD CT
300 CADMAN PLAZA RAD CT
3131 KINGS HIGHWAY RAD CT
MSB RAD CT
MSBI RAD CT
MSH RAD CT
MSM RAD CT
MSQ OP RAD CAT SCAN
MSW RAD CT
5 CUBA HILL RAD CT
1155 NORTHERN BLVD RAD CT
MSQ IP RAD CT
2020 WANTAGH AVE RAD CT
MSSN RAD CT","DOCSI CT 1
MSDUS CT 1
RA CT ROOM 3
RA CT ROOM 5
HESS CT ROOM 6
BMEII CT FORCE
DOCLIH CT 1
PC CT 1
BH CT 1
KD CT 1
MSB CT 1
MSB CT ED
BICT2
MSH CT 1
MSH CT 3
MSH CT 4
MSM CT 1
MSM CT 2
MSM CT 3
MSM CT ED 1
MSQ OP PET CT 1
MSW CT 1
MSW ED CT 1
MSW CT 2
DOCCU PET CT 1
DOCMH CT 1
MSBI CT 1
MSH CT 2
MSQ CT 1
MSQ ED CT 1
DOCWA CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
QNSCT1"
CTA ABDOMEN KIDNEY DONOR WWO IV CONTRAST,CTA ABDOMEN KIDNEY DONOR WWO,40,"1441 SOUTH AVE RAD CT
10 UNION SQ E RAD CT
1176 5TH AVE RAD CT
1470 MADISON AVE RAD CT
1470 MADISON AVE RAD PET/CT
393 OLD COUNTRY RD RAD CT
225 E 126TH ST RAD CT
300 CADMAN PLAZA RAD CT
3131 KINGS HIGHWAY RAD CT
MSB RAD CT
MSBI RAD CT
MSH RAD CT
MSM RAD CT
MSQ OP RAD CAT SCAN
MSW RAD CT
5 CUBA HILL RAD CT
1155 NORTHERN BLVD RAD CT
MSQ IP RAD CT
2020 WANTAGH AVE RAD CT
MSSN RAD CT
185 MERRICK ROAD RAD CT
MSSN FSED RAD CT
485 MERRICK ROAD RAD PET/CT","DOCSI CT 1
MSDUS CT 1
RA CT ROOM 3
RA CT ROOM 5
HESS CT ROOM 6
BMEII CT FORCE
HESS PET CT 4
HESS PET CT 5
DOCLIH CT 1
PC CT 1
BH CT 1
KD CT 1
MSB CT 1
MSB CT ED
BICT2
MSH CT 1
MSH CT 3
MSH CT 4
MSM CT 1
MSM CT 2
MSM CT 3
MSM CT ED 1
MSQ OP PET CT 1
MSW CT 1
MSW ED CT 1
MSW CT 2
DOCCU PET CT 1
DOCMH CT 1
MSBI CT 1
MSH CT 2
MSQ CT 1
MSQ ED CT 1
DOCWA CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
MSSN CT ED
MSDOR CT
MSSNLB-FSED CT
MSDRVC PET/CT
QNSCT1"
CTA ABDOMEN LIVER DONOR WWO IV CONTRAST,CTA ABDOMEN LIVER DONOR WWO,40,"1441 SOUTH AVE RAD CT
10 UNION SQ E RAD CT
1176 5TH AVE RAD CT
1470 MADISON AVE RAD CT
1470 MADISON AVE RAD PET/CT
393 OLD COUNTRY RD RAD CT
225 E 126TH ST RAD CT
300 CADMAN PLAZA RAD CT
3131 KINGS HIGHWAY RAD CT
MSB RAD CT
MSBI RAD CT
MSH RAD CT
MSM RAD CT
MSQ OP RAD CAT SCAN
MSW RAD CT
5 CUBA HILL RAD CT
1155 NORTHERN BLVD RAD CT
MSQ IP RAD CT
2020 WANTAGH AVE RAD CT
MSSN RAD CT
185 MERRICK ROAD RAD CT
MSSN FSED RAD CT
485 MERRICK ROAD RAD PET/CT","DOCSI CT 1
MSDUS CT 1
RA CT ROOM 3
RA CT ROOM 5
HESS CT ROOM 6
BMEII CT FORCE
HESS PET CT 4
HESS PET CT 5
DOCLIH CT 1
PC CT 1
BH CT 1
KD CT 1
MSB CT 1
MSB CT ED
BICT2
MSH CT 1
MSH CT 3
MSH CT 4
MSM CT 1
MSM CT 2
MSM CT 3
MSM CT ED 1
MSQ OP PET CT 1
MSW CT 1
MSW ED CT 1
MSW CT 2
DOCCU PET CT 1
DOCMH CT 1
MSBI CT 1
MSH CT 2
MSQ CT 1
MSQ ED CT 1
DOCWA CT 1
MSSN CT 1
MSSN CT 4
MSSN CT 7
MSSN CT ED
MSDOR CT
MSSNLB-FSED CT
MSDRVC PET/CT
QNSCT1"
DXA BONE DENSITY AXIAL SKELETON,DXA BONE DEN AXIAL SKELETON,20,"325 W 15TH ST RAD BONE DENSITY
425 W 59TH ST RAD BONE DENSITY
5 CUBA HILL RAD BONE DENSITY
3131 KINGS HIGHWAY RAD BONE DENSITY
10 UNION SQ E RAD BONE DENSITY
MSM RAD BONE DENSITY
MSQ OP RAD BONE DENSITY
55 E 34TH ST RAD BONE DENSITY
1176 5TH AVE RAD BONE DENSITY
2020 WANTAGH AVE RAD DEXA
185 MERRICK ROAD RAD DEXA
MSSN CWI RAD DEXA","BC DEXA 1
BR DEXA 1
DOCCU DEXA 1
KD DEXA 1
MSDUS DEXA 1
MSM DEXA 1
MSQ OP DEXA 1
NY DEXA 1
RA DEXA 1
DOCWA DX 1
MSDOR DEXA
MSSN-CWI DEXA"
DXA BONE DENSITY APPENDICULAR SKELETON,DXA BONE DEN APPENDICUL SKELE,20,"325 W 15TH ST RAD BONE DENSITY
425 W 59TH ST RAD BONE DENSITY
5 CUBA HILL RAD BONE DENSITY
3131 KINGS HIGHWAY RAD BONE DENSITY
10 UNION SQ E RAD BONE DENSITY
MSM RAD BONE DENSITY
55 E 34TH ST RAD BONE DENSITY
1176 5TH AVE RAD BONE DENSITY
2020 WANTAGH AVE RAD DEXA
185 MERRICK ROAD RAD DEXA
MSSN CWI RAD DEXA","BC DEXA 1
BR DEXA 1
DOCCU DEXA 1
KD DEXA 1
MSDUS DEXA 1
MSM DEXA 1
NY DEXA 1
RA DEXA 1
DOCWA DX 1
MSDOR DEXA
MSSN-CWI DEXA"
DXA BONE DENSITY VERTEBRAL FRACTURE ASSESSMENT,DXA BONE DEN VERTEB FRAC ASSE,20,"325 W 15TH ST RAD BONE DENSITY
5 CUBA HILL RAD BONE DENSITY
10 UNION SQ E RAD BONE DENSITY
1176 5TH AVE RAD BONE DENSITY
2020 WANTAGH AVE RAD DEXA
185 MERRICK ROAD RAD DEXA
MSSN CWI RAD DEXA","BC DEXA 1
DOCCU DEXA 1
MSDUS DEXA 1
RA DEXA 1
DOCWA DX 1
MSDOR DEXA
MSSN-CWI DEXA"
DXA BONE DENSITY HIP AND SPINE,DXA BONE DEN HIP AND SPINE,20,"325 W 15TH ST RAD BONE DENSITY
425 W 59TH ST RAD BONE DENSITY
3131 KINGS HIGHWAY RAD BONE DENSITY
10 UNION SQ E RAD BONE DENSITY
MSM RAD BONE DENSITY
MSQ OP RAD BONE DENSITY
55 E 34TH ST RAD BONE DENSITY
1176 5TH AVE RAD BONE DENSITY
5 CUBA HILL RAD BONE DENSITY
2020 WANTAGH AVE RAD DEXA","BC DEXA 1
BR DEXA 1
KD DEXA 1
MSDUS DEXA 1
MSM DEXA 1
MSQ OP DEXA 1
NY DEXA 1
RA DEXA 1
DOCCU DEXA 1
DOCWA DX 1"
DXA BONE DENSITY WHOLE BODY COMPOSITION,DXA BONE DEN WHL BOD COMPOS,20,"425 W 59TH ST RAD BONE DENSITY
1176 5TH AVE RAD BONE DENSITY
185 MERRICK ROAD RAD DEXA
MSSN CWI RAD DEXA","BR DEXA 1
RA DEXA 1
MSDOR DEXA
MSSN-CWI DEXA"
FL MYELOGRAM CERVICAL SPINE,FL MYELOGRAM CERV SPINE,90,"1176 5TH AVE RAD XRAY
3201 KINGS HWY INTERVENTIONAL RADIOLOGY
MSBI RAD XRAY
MSH RAD XRAY
MSM RAD XRAY
MSW RAD XRAY
WINSTON RAD INTERVENTIONAL RADIOLOGY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSSN RAD XR","RA FL 1
IN1
MSBI FL ROOM 11
MSH PEDS FL 1
MSM X-RAY 4
MSW X-RAY ROOM 5
MSW X-RAY ROOM 6
MSW IR ROOM 4
MSW IR ROOM 5
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL MYELOGRAM THORACIC SPINE,FL MYELOGRAM SPINE THORACIC,90,"1176 5TH AVE RAD XRAY
3201 KINGS HWY INTERVENTIONAL RADIOLOGY
MSBI RAD XRAY
MSH RAD XRAY
WINSTON RAD INTERVENTIONAL RADIOLOGY
MSM RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSW RAD XRAY
MSSN RAD XR","RA FL 1
IN1
MSBI FL ROOM 11
MSH PEDS FL 1
MSW IR ROOM 4
MSW IR ROOM 5
MSM X-RAY 4
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSW X-RAY ROOM 5
MSW X-RAY ROOM 6
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL MYELOGRAM LUMBOSACRAL SPINE,FL MYELOGRAM LUMBOSAC SPINE,90,"1176 5TH AVE RAD XRAY
3201 KINGS HWY INTERVENTIONAL RADIOLOGY
MSBI RAD XRAY
MSH RAD XRAY
MSW RAD XRAY
MSM RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSSN RAD XR","RA FL 1
IN1
MSBI FL ROOM 11
MSH PEDS FL 1
MSW X-RAY ROOM 5
MSW X-RAY ROOM 6
MSM X-RAY 4
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL MYELOGRAM COMPLETE,FL MYELOGRAM COMPLETE,90,"1176 5TH AVE RAD XRAY
3201 KINGS HWY INTERVENTIONAL RADIOLOGY
MSBI RAD XRAY
WINSTON RAD INTERVENTIONAL RADIOLOGY
MSM RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSW RAD XRAY
MSSN RAD XR","RA FL 1
IN1
MSBI FL ROOM 11
MSW IR ROOM 4
MSW IR ROOM 5
MSM X-RAY 4
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSW X-RAY ROOM 5
MSW X-RAY ROOM 6
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL DISCOGRAPHY SPINE CERVICAL,FL DISCOGRAPHY SPINE CERV,30,"3201 KINGS HWY INTERVENTIONAL RADIOLOGY
MSH RAD XRAY
WINSTON RAD INTERVENTIONAL RADIOLOGY
MSM RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSSN RAD XR","IN1
MSH PEDS FL 1
MSW IR ROOM 4
MSW IR ROOM 5
MSM X-RAY 4
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL DISCOGRAPHY SPINE LUMBAR,FL DISCOGRAPHY SPINE LUMBAR,30,"3201 KINGS HWY INTERVENTIONAL RADIOLOGY
MSH RAD XRAY
WINSTON RAD INTERVENTIONAL RADIOLOGY
MSM RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSSN RAD XR","IN1
MSH PEDS FL 1
MSW IR ROOM 4
MSW IR ROOM 5
MSW IR ROOM 3
MSM X-RAY 4
MSW IR ROOM 1
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL GI SERIES WITH SMALL BOWEL,FL GI SERIES W SMALL BOWEL,120,"MSQ IP RAD X RAY
MSQ OP RAD X RAY
1176 5TH AVE RAD XRAY
MSH RAD XRAY
MSB RAD XRAY
MSBI RAD XRAY
MSW RAD XRAY
MSM RAD XRAY
55 HUDSON YARDS RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
10 UNION SQ E RAD XRAY
MSSN RAD XR","MSQ X-RAY RF 1
MSQ OP X-RAY 1
RA FL 1
MSH PEDS FL 1
MSH X-RAY 2
MSH X-RAY 3
MSH FL 5
MSB XR 3
MSBI FL ROOM 11
MSBI FL ROOM 14
MSW X-RAY ROOM 5
MSW X-RAY ROOM 6
MSM X-RAY 4
MSDHY RAD XRAY
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSDUS X-RAY 1
MSSN XR FL RM 3
MSSN XR FL RM 6"
FL SMALL BOWEL SERIES,FL SMALL BOWEL,120,"10 UNION SQ E RAD XRAY
MSQ IP RAD X RAY
MSQ OP RAD X RAY
1176 5TH AVE RAD XRAY
MSH RAD XRAY
300 CADMAN PLAZA RAD XRAY
MSB RAD XRAY
MSBI RAD XRAY
MSW RAD XRAY
MSM RAD XRAY
200 W 57TH PAIN/FLUOROSCOPY
5 E 98 6TH FL PAIN/FLUOROSCOPY
MSSN RAD XR","MSDUS X-RAY 1
MSQ X-RAY RF 1
MSQ OP X-RAY 1
RA FL 1
MSH PEDS FL 1
MSH X-RAY 2
MSH X-RAY 3
MSH X-RAY 4
MSH FL 5
BH X-RAY 1
MSB XR 3
MSBI FL ROOM 11
MSBI FL ROOM 14
MSW X-RAY ROOM 5
MSW X-RAY ROOM 6
MSM X-RAY 4
PMW57 C-ARM 1
PM5E98 C-ARM 1
MSSN XR FL RM 3
MSSN XR FL RM 6"
